treeID,Hmean,Hsd,Hmedian,Hmax,Hskew,Hkurt,Hentropy,H01TH,H02TH,H03TH,H04TH,H05TH,H06TH,H07TH,H08TH,H09TH,H10TH,H11TH,H12TH,H13TH,H14TH,H15TH,H16TH,H17TH,H18TH,H19TH,H20TH,H21TH,H22TH,H23TH,H24TH,H25TH,H26TH,H27TH,H28TH,H29TH,H30TH,H31TH,H32TH,H33TH,H34TH,H35TH,H36TH,H37TH,H38TH,H39TH,H40TH,H41TH,H42TH,H43TH,H44TH,H45TH,H46TH,H47TH,H48TH,H49TH,H50TH,H51TH,H52TH,H53TH,H54TH,H55TH,H56TH,H57TH,H58TH,H59TH,H60TH,H61TH,H62TH,H63TH,H64TH,H65TH,H66TH,H67TH,H68TH,H69TH,H70TH,H71TH,H72TH,H73TH,H74TH,H75TH,H76TH,H77TH,H78TH,H79TH,H80TH,H81TH,H82TH,H83TH,H84TH,H85TH,H86TH,H87TH,H88TH,H89TH,H90TH,H91TH,H92TH,H93TH,H94TH,H95TH,H96TH,H97TH,H98TH,H99TH,Imean,Isd,Imax,Iskew,Ikurt,I01TH,I02TH,I03TH,I04TH,I05TH,I06TH,I07TH,I08TH,I09TH,I10TH,I11TH,I12TH,I13TH,I14TH,I15TH,I16TH,I17TH,I18TH,I19TH,I20TH,I21TH,I22TH,I23TH,I24TH,I25TH,I26TH,I27TH,I28TH,I29TH,I30TH,I31TH,I32TH,I33TH,I34TH,I35TH,I36TH,I37TH,I38TH,I39TH,I40TH,I41TH,I42TH,I43TH,I44TH,I45TH,I46TH,I47TH,I48TH,I49TH,I50TH,I51TH,I52TH,I53TH,I54TH,I55TH,I56TH,I57TH,I58TH,I59TH,I60TH,I61TH,I62TH,I63TH,I64TH,I65TH,I66TH,I67TH,I68TH,I69TH,I70TH,I71TH,I72TH,I73TH,I74TH,I75TH,I76TH,I77TH,I78TH,I79TH,I80TH,I81TH,I82TH,I83TH,I84TH,I85TH,I86TH,I87TH,I88TH,I89TH,I90TH,I91TH,I92TH,I93TH,I94TH,I95TH,I96TH,I97TH,I98TH,I99TH,X,Y,Z,Biomass_ob
19,2.44934211,0.744783784,2.462,4.014,-1.37796465,3.50645553,0.542655182,0.014,0.034,0.057,0.08,0.1444,1.33388,1.69272,1.773,1.84932,1.918,1.985,2.022,2.049,2.071,2.091,2.112,2.128,2.143,2.16,2.176,2.19,2.204,2.216,2.22752,2.24,2.25,2.26,2.269,2.278,2.286,2.294,2.302,2.31,2.318,2.326,2.334,2.343,2.352,2.361,2.37,2.378,2.386,2.396,2.404,2.413,2.423,2.432,2.443,2.453,2.462,2.471,2.48,2.488,2.496,2.504,2.513,2.522,2.53,2.54,2.549,2.559,2.57,2.58,2.589,2.602,2.614,2.627,2.641,2.657,2.674,2.694,2.714,2.737,2.766,2.79,2.813,2.836,2.863,2.88792,2.914,2.944,2.974,3.019,3.08532,3.159,3.219,3.258,3.29224,3.327,3.369,3.41168,3.447,3.483,3.513,3.551,3.595,3.66,3.746,3.826,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586674.875,9603256,4.014,194.53
20,1.923102247,1.312906093,2.49,3.977,-0.46594584,-1.403401462,0.91268535,0,0,0.004,0.01,0.01645,0.021,0.026,0.032,0.037,0.0429,0.048,0.053,0.058,0.06366,0.069,0.074,0.079,0.083,0.089,0.094,0.101,0.107,0.116,0.125,0.138,0.155,0.17463,0.204,0.255,0.3604,0.68817,1.3844,1.576,1.66492,1.741,1.79568,1.847,1.923,1.99491,2.0534,2.12129,2.183,2.233,2.282,2.328,2.366,2.40143,2.44412,2.466,2.49,2.513,2.538,2.564,2.582,2.604,2.626,2.65,2.673,2.693,2.712,2.73609,2.762,2.783,2.80216,2.8237,2.841,2.858,2.87492,2.887,2.905,2.919,2.933,2.945,2.96,2.971,2.98244,2.996,3.009,3.024,3.0402,3.05889,3.075,3.095,3.11596,3.13865,3.167,3.192,3.219,3.248,3.272,3.29479,3.32548,3.36117,3.416,3.56255,3.662,3.72393,3.76562,3.81231,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586674.25,9603264,3.977,11.24
22,1.702691996,1.192310538,2.103,3.901,-0.313226161,-1.320645218,0.923939385,0,0.001,0.007,0.014,0.019,0.024,0.029,0.03436,0.039,0.0437,0.048,0.053,0.057,0.061,0.065,0.07,0.076,0.081,0.086,0.0914,0.097,0.103,0.11,0.11708,0.127,0.139,0.153,0.169,0.198,0.249,0.37054,1.11,1.465,1.54578,1.61195,1.668,1.707,1.741,1.771,1.807,1.853,1.9,1.93431,1.967,1.99465,2.017,2.04099,2.064,2.085,2.103,2.122,2.14,2.155,2.17,2.183,2.195,2.207,2.22186,2.236,2.2492,2.263,2.276,2.294,2.314,2.333,2.35422,2.374,2.39456,2.413,2.428,2.449,2.466,2.487,2.516,2.544,2.56692,2.596,2.62826,2.66,2.689,2.718,2.77294,2.85011,2.91028,2.98,3.041,3.086,3.12896,3.158,3.186,3.215,3.24,3.268,3.30698,3.36,3.418,3.47698,3.54466,3.642,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586667.938,9603262,3.901,194.53
23,2.043941823,1.079165433,2.128,3.841,-0.592461006,-0.621273367,0.977642304,0,0.007,0.014,0.022,0.03,0.038,0.045,0.054,0.06351,0.075,0.086,0.1,0.118,0.139,0.18785,0.37924,0.86152,1.06402,1.161,1.2578,1.341,1.405,1.458,1.50436,1.564,1.618,1.664,1.695,1.722,1.7457,1.771,1.795,1.824,1.849,1.872,1.886,1.905,1.926,1.945,1.9666,1.98599,2.004,2.02,2.04,2.055,2.071,2.08733,2.104,2.116,2.128,2.139,2.151,2.16567,2.184,2.20945,2.237,2.277,2.315,2.363,2.395,2.435,2.46918,2.50757,2.541,2.575,2.611,2.65713,2.704,2.754,2.7973,2.839,2.88108,2.90947,2.933,2.95525,2.98,3.006,3.032,3.06,3.0842,3.11259,3.14398,3.177,3.208,3.236,3.25954,3.285,3.309,3.33071,3.346,3.364,3.38688,3.412,3.435,3.456,3.48,3.505,3.542,3.605,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586678.5,9603247,3.841,30.3
24,2.232811089,1.243005804,2.749,3.824,-1.001819335,-0.69673809,0.81076318,0,0.007,0.015,0.023,0.029,0.035,0.039,0.045,0.04934,0.054,0.06,0.067,0.07438,0.082,0.0889,0.098,0.10842,0.121,0.13894,0.1652,0.19192,0.228,0.27598,1.41144,2.012,2.15276,2.245,2.30684,2.348,2.3726,2.38806,2.40232,2.424,2.44384,2.471,2.499,2.53062,2.558,2.585,2.604,2.618,2.637,2.655,2.66744,2.68,2.69296,2.707,2.719,2.734,2.749,2.759,2.775,2.79,2.812,2.829,2.845,2.86582,2.897,2.92234,2.941,2.95886,2.97,2.981,2.994,3.003,3.018,3.029,3.039,3.048,3.054,3.064,3.074,3.086,3.097,3.108,3.121,3.132,3.14,3.149,3.1588,3.17,3.181,3.193,3.207,3.224,3.245,3.262,3.27988,3.292,3.31,3.325,3.343,3.363,3.38844,3.421,3.45,3.491,3.52796,3.607,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586673.188,9603266,3.824,8.8
25,2.034550433,0.984569856,2.154,3.798,-0.676828002,-0.39457328,0.945433947,0,0.013,0.024,0.035,0.045,0.05824,0.073,0.08532,0.102,0.118,0.15744,0.51348,0.63,0.722,0.8318,0.925,0.99,1.052,1.149,1.204,1.257,1.328,1.39776,1.48996,1.563,1.643,1.72208,1.76024,1.806,1.833,1.861,1.884,1.907,1.923,1.936,1.946,1.956,1.96952,1.97956,1.992,2.003,2.016,2.028,2.04276,2.056,2.072,2.08888,2.104,2.129,2.154,2.173,2.193,2.211,2.236,2.2622,2.283,2.307,2.34,2.36836,2.3974,2.42544,2.451,2.481,2.50456,2.539,2.581,2.606,2.631,2.656,2.675,2.693,2.71088,2.729,2.749,2.765,2.785,2.813,2.859,2.89216,2.921,2.951,2.978,3.00532,3.02836,3.058,3.079,3.10048,3.125,3.14956,3.171,3.195,3.22,3.24672,3.282,3.326,3.38584,3.45088,3.503,3.592,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586679.688,9603249,3.798,5.74
26,1.342293891,1.288625458,0.829,3.674,0.172090215,-1.792207679,0.796329628,0,0,0.003,0.009,0.013,0.017,0.021,0.025,0.028,0.032,0.035,0.038,0.041,0.045,0.047,0.049,0.052,0.055,0.057,0.06,0.063,0.065,0.068,0.072,0.074,0.077,0.079,0.083,0.086,0.0892,0.093,0.097,0.101,0.106,0.11,0.115,0.12,0.12512,0.132,0.139,0.14734,0.16,0.173,0.183,0.2,0.23,0.297,0.41704,0.55938,0.829,1.21074,1.47596,1.70866,1.82796,1.8927,1.95244,1.996,2.038,2.08,2.1244,2.205,2.309,2.38462,2.441,2.4791,2.511,2.536,2.555,2.572,2.595,2.61154,2.626,2.646,2.669,2.6925,2.71424,2.73,2.746,2.762,2.775,2.793,2.81,2.83342,2.855,2.881,2.902,2.92,2.94,2.961,2.9766,2.99534,3.014,3.031,3.05656,3.0853,3.13104,3.186,3.22552,3.30626,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586682.438,9603245,3.674,18.14
27,1.565931767,1.16343073,1.7125,3.656,-0.126874275,-1.427379847,0.956075071,0,0.003,0.008,0.012,0.016,0.021,0.024,0.028,0.032,0.036,0.04,0.043,0.046,0.049,0.053,0.057,0.06,0.064,0.068,0.073,0.078,0.083,0.09,0.097,0.106,0.118,0.131,0.148,0.171,0.2141,0.30977,0.58988,0.871,1.016,1.145,1.257,1.338,1.41546,1.458,1.487,1.513,1.534,1.555,1.575,1.594,1.614,1.637,1.66,1.685,1.7125,1.739,1.76484,1.796,1.83,1.864,1.895,1.92,1.95786,1.997,2.036,2.067,2.099,2.129,2.162,2.194,2.23522,2.305,2.358,2.403,2.447,2.49157,2.535,2.57,2.597,2.619,2.649,2.683,2.712,2.74,2.77,2.795,2.825,2.855,2.89,2.91795,2.944,2.966,2.992,3.024,3.0533,3.09,3.135,3.183,3.217,3.249,3.269,3.296,3.323,3.356,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586677.875,9603243,3.656,60.13
28,0.763059384,1.109365596,0.087,3.642,1.136302098,-0.425159977,0.634872822,0,0,0.001,0.004,0.007,0.009,0.012,0.014,0.016,0.018,0.019,0.021,0.023,0.024,0.026,0.028,0.03,0.032,0.033,0.034,0.036,0.038,0.039,0.041,0.043,0.044,0.046,0.047,0.049,0.051,0.053,0.055,0.057,0.058,0.06,0.061,0.063,0.065,0.067,0.068,0.07,0.072,0.074,0.076,0.077,0.079,0.08,0.082,0.085,0.087,0.08912,0.092,0.094,0.097,0.101,0.104,0.108,0.113,0.117,0.122,0.128,0.134,0.142,0.15,0.165,0.18592,0.22204,0.25616,0.319,0.7964,1.06164,1.27092,1.39276,1.46464,1.692,1.831,1.89724,1.99536,2.06448,2.1166,2.19244,2.23868,2.29788,2.38324,2.5042,2.62456,2.691,2.72256,2.749,2.7738,2.797,2.82104,2.854,2.90628,2.9664,3.026,3.072,3.13728,3.339,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586683.25,9603243,3.642,45.82
29,1.163277325,1.266722292,0.162,3.634,0.453985396,-1.569668393,0.806580309,0,0,0.003,0.007,0.01,0.013,0.015,0.018,0.02,0.023,0.025,0.027,0.029,0.031,0.033,0.035,0.037,0.039,0.041,0.043,0.045,0.047,0.049,0.051,0.053,0.055,0.058,0.06,0.062,0.064,0.067,0.069,0.072,0.074,0.077,0.08,0.083,0.087,0.09,0.094,0.098,0.102,0.107,0.113,0.118,0.12452,0.131,0.14,0.15,0.162,0.179,0.20524,0.261,0.44792,0.9012,1.10572,1.19284,1.273,1.351,1.455,1.54932,1.74544,1.948,2.03768,2.1478,2.204,2.243,2.275,2.30128,2.329,2.352,2.375,2.4,2.434,2.471,2.51612,2.565,2.62136,2.665,2.707,2.753,2.795,2.833,2.866,2.889,2.913,2.935,2.963,2.987,3.011,3.036,3.06,3.083,3.114,3.143,3.168,3.199,3.233,3.303,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586680.313,9603240,3.634,63.43
30,0.929702919,1.287926771,0.09,3.612,0.936695384,-0.931964624,0.672863781,0,0,0.001,0.00428,0.007,0.01,0.012,0.015,0.017,0.02,0.022,0.023,0.025,0.027,0.029,0.031,0.033,0.035,0.036,0.038,0.039,0.041,0.042,0.044,0.045,0.047,0.048,0.05,0.051,0.0526,0.054,0.05524,0.057,0.059,0.06,0.062,0.064,0.065,0.066,0.068,0.07,0.072,0.074,0.075,0.078,0.079,0.082,0.085,0.087,0.09,0.093,0.096,0.099,0.102,0.105,0.109,0.113,0.117,0.12188,0.127,0.133,0.139,0.146,0.15448,0.172,0.19612,0.5982,0.92252,1.45616,1.8094,1.92176,2.04208,2.133,2.184,2.232,2.277,2.31764,2.377,2.658,2.7356,2.778,2.801,2.83,2.85388,2.9064,2.96352,3.01068,3.04216,3.09648,3.148,3.19412,3.218,3.24976,3.29,3.3094,3.333,3.369,3.428,3.50168,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586685.375,9603234,3.612,80.46
31,2.280910375,0.95130761,2.613,3.562,-1.488096088,1.041401788,0.774195886,0,0.013,0.023,0.031,0.04,0.05,0.06,0.071,0.084,0.104,0.1247,0.158,0.326,1.3812,1.7235,1.765,1.78,1.7966,1.8193,1.846,1.8867,1.9706,2.039,2.0908,2.139,2.1784,2.21,2.239,2.258,2.275,2.29,2.305,2.315,2.327,2.3405,2.359,2.376,2.3916,2.407,2.423,2.4417,2.459,2.481,2.504,2.523,2.542,2.556,2.5786,2.5953,2.613,2.627,2.641,2.6571,2.67,2.682,2.695,2.705,2.718,2.731,2.742,2.75,2.762,2.772,2.7848,2.796,2.806,2.815,2.823,2.832,2.841,2.85,2.8594,2.87,2.884,2.8945,2.907,2.917,2.931,2.945,2.958,2.969,2.9774,2.988,2.998,3.008,3.022,3.036,3.054,3.0703,3.089,3.1097,3.133,3.151,3.1708,3.195,3.218,3.2529,3.287,3.339,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586677.75,9603262,3.562,9.81
32,1.106065267,1.264319114,0.146,3.552,0.633397775,-1.314273072,0.82945157,0,0,0.002,0.006,0.009,0.013,0.016,0.019,0.022,0.024,0.026,0.029,0.031,0.034,0.036,0.038,0.04,0.043,0.045,0.047,0.049,0.051,0.053,0.055,0.056,0.058,0.061,0.062,0.064,0.066,0.069,0.071,0.073,0.075,0.077,0.079,0.081,0.084,0.086,0.089,0.092,0.096,0.1,0.104,0.108,0.114,0.12,0.12664,0.134,0.146,0.17068,0.201,0.26004,0.33072,0.4696,0.76808,0.93476,1.04144,1.12324,1.221,1.26548,1.311,1.37468,1.44904,1.5222,1.58888,1.666,1.716,1.761,1.8052,2.02084,2.38392,2.47164,2.524,2.552,2.586,2.62472,2.661,2.686,2.713,2.742,2.781,2.848,2.899,2.9628,3.00996,3.03816,3.08,3.09852,3.113,3.127,3.14056,3.163,3.182,3.2036,3.236,3.279,3.34164,3.39632,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586677.313,9603264,3.552,6.36
33,1.047758499,1.281346379,0.117,3.502,0.648941298,-1.457996029,0.672201395,0,0,0.005,0.009,0.012,0.016,0.019,0.021,0.024,0.026,0.028,0.03,0.032,0.034,0.036,0.038,0.04,0.042,0.043,0.045,0.047,0.049,0.05,0.052,0.054,0.055,0.057,0.059,0.061,0.062,0.064,0.066,0.068,0.07,0.072,0.073,0.075,0.078,0.08,0.082,0.084,0.087,0.09,0.093,0.096,0.1,0.103,0.10704,0.112,0.117,0.123,0.129,0.137,0.145,0.157,0.17188,0.189,0.218,0.257,0.308,0.39753,0.513,0.8,1.24008,1.7,1.99536,2.137,2.22928,2.31374,2.375,2.452,2.525,2.573,2.607,2.64,2.669,2.69,2.71,2.729,2.745,2.76,2.777,2.794,2.812,2.829,2.849,2.869,2.891,2.915,2.9407,2.968,2.999,3.035,3.08462,3.11635,3.14608,3.176,3.207,3.26727,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586661.5,9603249,3.502,9.58
34,1.069713364,1.119802121,0.204,3.478,0.40987066,-1.526428067,0.768895485,0,0,0.003,0.008,0.012,0.015,0.018,0.021,0.024,0.027,0.029,0.032,0.034,0.037,0.039,0.041,0.043,0.046,0.048,0.05,0.053,0.055,0.058,0.06,0.062,0.065,0.067,0.069,0.071,0.073,0.076,0.078,0.081,0.084,0.087,0.09,0.09326,0.097,0.10022,0.104,0.108,0.113,0.118,0.124,0.131,0.13908,0.14906,0.16,0.178,0.204,0.261,0.33396,0.39694,0.57368,1.185,1.372,1.43672,1.50884,1.58,1.6478,1.73778,1.817,1.873,1.92,1.9507,1.979,2.006,2.02564,2.043,2.06,2.078,2.09756,2.116,2.14,2.17,2.196,2.22146,2.245,2.26642,2.287,2.312,2.33736,2.359,2.381,2.404,2.43,2.44926,2.481,2.51,2.5542,2.60118,2.665,2.743,2.81312,2.893,2.973,3.09306,3.158,3.213,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586689.125,9603241,3.478,37.87
35,0.897260409,1.179216736,0.089,3.435,0.892632685,-0.952547218,0.726529968,0,0,0.002,0.006,0.00875,0.011,0.014,0.015,0.017,0.019,0.021,0.022,0.024,0.025,0.027,0.028,0.03,0.031,0.033,0.034,0.036,0.038,0.039,0.041,0.042,0.043,0.045,0.046,0.048,0.049,0.05,0.052,0.053,0.055,0.056,0.058,0.059,0.061,0.063,0.065,0.067,0.068,0.07,0.073,0.075,0.077,0.08,0.082,0.085,0.089,0.093,0.097,0.101,0.106,0.112,0.118,0.126,0.138,0.153,0.174,0.19975,0.2555,0.50975,0.816,1.038,1.158,1.28275,1.377,1.449,1.4955,1.542,1.573,1.59775,1.633,1.685,1.781,2.48875,2.538,2.582,2.611,2.63775,2.6575,2.685,2.712,2.76175,2.804,2.83625,2.866,2.895,2.9165,2.935,2.957,2.981,3.001,3.019,3.043,3.07075,3.1075,3.17425,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586679.188,9603264,3.435,10.39
36,0.986310459,1.14827596,0.143,3.425,0.615906441,-1.405811612,0.685231773,0,0,0.002,0.006,0.009,0.012,0.015,0.018,0.02,0.023,0.026,0.028,0.031,0.033,0.035,0.038,0.04,0.043,0.045,0.048,0.05,0.052,0.055,0.057,0.059,0.062,0.064,0.066,0.068,0.071,0.073,0.075,0.077,0.079,0.082,0.085,0.088,0.091,0.094,0.097,0.1,0.104,0.107,0.112,0.117,0.121,0.125,0.13,0.136,0.143,0.15117,0.161,0.171,0.18,0.19585,0.21952,0.26319,0.32486,0.50612,0.682,0.91622,1.20208,1.44763,1.52252,1.6621,1.808,1.877,1.92556,1.96023,2.014,2.072,2.13224,2.19691,2.25458,2.306,2.355,2.384,2.40926,2.438,2.46,2.479,2.49394,2.513,2.53328,2.551,2.575,2.602,2.63496,2.67263,2.7,2.728,2.74964,2.769,2.792,2.812,2.84032,2.92296,3.018,3.238,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586687.75,9603236,3.425,14.18
37,0.512544609,0.961297021,0.076,3.423,1.870610921,1.76471222,0.443450443,0,0,0.002,0.005,0.008,0.011,0.013,0.016,0.018,0.02,0.022,0.024,0.026,0.028,0.029,0.031,0.032,0.034,0.035,0.036,0.038,0.039,0.041,0.042,0.043,0.044,0.046,0.047,0.048,0.0491,0.051,0.052,0.053,0.054,0.055,0.057,0.058,0.059,0.061,0.062,0.063,0.064,0.066,0.067,0.068,0.07,0.071,0.073,0.074,0.076,0.077,0.079,0.08,0.082,0.08335,0.085,0.087,0.089,0.091,0.093,0.095,0.097,0.1,0.103,0.105,0.108,0.111,0.11576,0.119,0.123,0.128,0.135,0.142,0.147,0.157,0.167,0.187,0.21246,0.24803,0.308,0.45468,0.69574,1.287,1.60452,1.781,1.98408,2.10154,2.44716,2.59873,2.6703,2.729,2.774,2.815,2.844,2.87315,2.898,2.97158,3.034,3.219,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586670.5,9603255,3.423,48.52
